Company Name,Industry Type,Primary Office Location,Operating Locations,Job Openings,Total Reviews,Overall Rating,Job Security,Work Life Balance,Work Satisfaction,Promotions
Sri Chaitanya Techno Schools,Education & Training,Bangalore,163,0,1100,3.4,Medium,Medium,Medium,Low
Barbeque Nation,Hospitality,Bangalore,84,11,1100,3.9,High,Medium,Medium,Medium
Wistron,Electronics Manufacturing,Bangalore,23,0,1100,4.0,High,High,Medium,Low
Zetwerk,Industrial Machinery,Bangalore,119,14,1100,4.0,Low,High,Medium,Low
Prism Johnson,Building Material,Mumbai,143,0,1100,3.7,Medium,Medium,Low,Low
Federal Bank,Banking,Mumbai,151,0,1100,3.6,High,Low,Low,Low
Indira IVF Hospital,Healthcare,Mumbai,107,73,1100,4.0,Medium,High,Medium,Low
Edelweiss Life Insurance,Insurance,Mumbai,124,41,1100,3.7,Low,Medium,Low,Low
Piaggio,Automobile,Pune,83,5,1100,3.6,Low,Medium,Medium,Low
Jacobs Engineering Group,Engineering & Construction,Mumbai,43,13,1100,4.1,Medium,High,High,Low
INDO-MIM,Metals & Mining,Bangalore,35,10,1100,4.0,High,High,Medium,Low
ICON Plc,Clinical Research,Chennai,28,86,1100,4.0,High,High,Medium,Low
VMware Software,Software Product,Bangalore,19,14,1100,4.4,Medium,High,Medium,Medium
Imperial Auto Industries,Auto Components,Faridabad,39,7,1100,3.8,Medium,Medium,Medium,Low
Saipem,Engineering & Construction,Chennai,42,7,1100,4.2,High,High,Medium,Low
Deccan Fine Chemicals,Agro Chemicals,Tuni,32,7,1100,3.6,Medium,Medium,Low,Low
NxtWave,EdTech,Hyderabad,53,315,1100,3.4,Low,Low,Medium,Low
Motilal Oswal Home Finance,NBFC,Mumbai,128,0,1100,4.3,Medium,High,Medium,Medium
Aptiv,Auto Components,Bangalore,27,17,1100,3.4,Medium,Medium,Low,Low
Onward Technologies Inc,IT Services & Consulting,Pune,64,28,1100,2.9,Low,Medium,Medium,Low
Sundaram Finance,NBFC,Chennai,247,23,1100,4.0,High,High,Medium,Low
Jabil Circuit India,Electronics Manufacturing,Pune,32,70,1100,4.0,Medium,High,Medium,Low
Hyundai Mobis,Auto Components,Chennai,48,10,1100,3.7,High,Medium,Medium,Low
Advantmed,Healthcare,Ahmedabad,16,42,1100,4.2,High,Medium,Medium,Medium
Navitasys India,Electronics Manufacturing,Bawal,26,0,1100,4.1,High,Medium,Medium,Medium
Wonder Home Finance,NBFC,Jaipur,118,1,1100,4.6,Medium,High,Medium,Medium
Zydus Wellness,FMCG,Ahmedabad,129,14,1100,4.1,High,High,Medium,Medium
Balkrishna Industries,Auto Components,Bhuj,32,0,1100,4.0,High,High,Medium,Medium
Jet Airways,Aviation,Mumbai,46,0,1100,4.6,Medium,High,High,Medium
Stanza Living,Internet,Bangalore,37,14,1100,3.0,Low,Medium,Medium,Low
Kohler,Building Material,Pune,52,32,1100,3.7,Low,Medium,Low,Low
V2 Retail,Retail,New Delhi,126,48,1100,3.4,Low,Medium,Low,Medium
Asirvad Microfinance,NBFC,Chennai,309,12,1100,3.8,Medium,Medium,Medium,High
TK Elevator,Industrial Machinery,Pune,80,15,1100,3.8,Medium,Medium,Medium,Low
Unicharm,FMCG,Gurgaon,189,0,1100,4.0,Medium,Medium,Medium,Low
Hikal,Pharma,Bangalore,23,63,1100,3.8,High,High,Medium,Low
GAIL,Oil & Gas,New Delhi,102,0,1100,4.4,Medium,High,High,Medium
Kirloskar Brothers,Industrial Machinery,Pune,74,21,1100,3.8,Low,High,Medium,Low
Syngenta,Agriculture,Pune,171,37,1100,4.2,Medium,High,Medium,Low
Sri Chaitanya Educational Institutions,Education & Training,Hyderabad,103,2,1100,3.7,Medium,Medium,Medium,Low
CALIBEHR,IT Services & Consulting,Mumbai,183,10,1100,3.9,Medium,Medium,Medium,Low
Siemens Gamesa Renewable Power Private Limited,Power,Bangalore,70,97,1100,4.0,Medium,High,Medium,Low
Air India Sats Airport Services,Aviation,New Delhi,49,2,1100,3.5,Medium,Medium,Low,Low
Nexa,Automobile,New Delhi,213,0,1100,3.9,Low,High,Medium,Low
Adani Ports and SEZ,Ports & Shipping,Mundra,62,0,1100,3.6,Low,Medium,Medium,Low
Tube Investments of India,Engineering & Construction,Chennai,64,13,1100,3.8,High,Medium,Medium,Low
MAHLE ANAND Filter Systems,Auto Components,Pune,39,0,1100,4.0,High,High,Medium,Low
Vedanta Aluminium,Metals & Mining,Jharsuguda,46,0,1100,3.8,High,Medium,Low,Low
HPCL-Mittal Energy Limited,Petrochemicals,Bathinda,31,0,1100,4.3,High,High,Medium,Low
Godrej Agrovet,Agriculture,Mumbai,145,5,1000,3.9,High,Medium,Medium,Low
MG Motor,Automobile,Vadodara,100,0,1000,3.8,Medium,Medium,Medium,Low
Metropolis Healthcare,Healthcare,Mumbai,102,0,1000,3.9,Medium,Medium,Medium,Low
1point1 Solutions,BPO,Bangalore,19,87,1000,3.3,Medium,Medium,Low,Low
Gmmco,Industrial Machinery,Chennai,90,6,1000,4.0,High,High,Medium,Low
Bajaj Capital Insurance Broking Limited,Insurance,New Delhi,140,0,1000,4.4,Medium,High,Medium,Medium
Power Grid Corporation of India,Power,Gurgaon,234,0,1000,4.3,Medium,High,Medium,Medium
Klm Axiva Finvest,NBFC,Bangalore,159,7,1000,4.4,Medium,High,High,Medium
Spencer's Retail,Retail,Kolkata,64,2,1000,3.8,Medium,Medium,Medium,Low
Pernod Ricard,Beverage,Gurgaon,120,9,1000,3.5,Low,Medium,Low,Low
Zf Rane Automotive,Auto Components,Chennai,51,0,1000,3.9,High,Medium,Medium,Low
Incheon Motors,Automobile,Thrissur,16,5,1000,4.7,High,Medium,Medium,Medium
Svatantra Microfin,NBFC,Mumbai,322,2,1000,3.9,High,Medium,Medium,Medium
Nippon Life India Asset Management,Financial Services,Mumbai,189,95,1000,4.6,High,High,Medium,Medium
TKIL,Industrial Machinery,Pune,61,5,1000,4.1,High,High,Medium,Low
Kinara Capital,NBFC,Bangalore,113,32,1000,4.2,Medium,High,Medium,Medium
Dana Anand,Auto Components,Pune,48,0,1000,4.0,High,Medium,Medium,Low
Bharat Sanchar Nigam,Telecom,Bangalore,240,0,1000,3.9,High,High,High,Low
Knorr-Bremse,Auto Components,Pune,31,1,1000,3.4,Low,Medium,Low,Low
Aarvi Encon,Recruitment,Mumbai,129,0,1000,3.9,Low,Medium,Medium,Low
Thermo Fisher Scientific,Biotechnology,Bangalore,36,167,1000,3.7,Medium,High,Medium,Low
SYSKA LED Lights,Consumer Electronics & Appliances,Pune,157,0,1000,2.9,Medium,Medium,Medium,Low
TÜV NORD,"Testing, Inspection and Certification (TIC)",Pune,83,19,1000,3.7,Medium,Medium,Medium,Low
Hindustan Zinc,Metals & Mining,Udaipur,37,0,1000,3.8,Medium,Low,Medium,Low
GlobalData,Analytics & KPO,Hyderabad,23,88,1000,3.4,Medium,Medium,Medium,Low
Wheels,Auto Components,Chennai,47,0,1000,3.9,High,Medium,Medium,Low
Ceasefire Industries,Industrial Machinery,New Delhi,78,15,1000,3.1,Low,Medium,Low,Low
Aspire Systems,IT Services & Consulting,Chennai,24,35,1000,3.8,High,High,Medium,Low
Sahara India Pariwar,Broadcasting,Lucknow,249,0,1000,3.8,Medium,High,Medium,Low
BirlaNu,Building Material,Hyderabad,109,2,1000,3.9,Medium,Medium,Medium,Low
Northcorp Software,IT Services & Consulting,Gurgaon,8,4,1000,4.8,Medium,High,High,Medium
Lakshmi Machine Works,Industrial Machinery,Coimbatore,33,22,1000,3.8,High,Medium,Medium,Low
Gharda Chemicals Limited,Agro Chemicals,Mumbai,73,0,1000,3.9,High,High,Medium,Low
Amara Raja Group,Auto Components,Tirupati,79,0,1000,4.1,High,Medium,Medium,Low
iQor Global Services,BPO,Noida,50,24,1000,3.3,Low,Medium,Medium,Low
Netcracker Technology,IT Services & Consulting,Hyderabad,13,4,1000,3.0,Low,Medium,Medium,Low
Tata Capital Housing Finance,NBFC,Mumbai,166,1,1000,4.0,Medium,Medium,Medium,Low
IIFL Home Finance,NBFC,Gurgaon,254,0,1100,3.8,Medium,High,Medium,Low
Otis Elevator,Industrial Machinery,Bangalore,72,89,1000,4.1,High,High,Medium,Low
Vistaar Finance,NBFC,Bangalore,201,3,1000,4.0,Medium,High,Medium,Medium
Temenos,Software Product,Chennai,12,27,1000,3.2,Low,Medium,Medium,Low
Allianz Technology,IT Services & Consulting,Pune,15,9,1000,4.1,High,High,Medium,Low
ValueMomentum,IT Services & Consulting,Hyderabad,12,2,1000,3.2,Medium,Medium,Low,Low
Uber,Internet,Hyderabad,53,3,1000,4.2,Medium,High,High,Low
Vertiv,Electronics Manufacturing,Pune,55,85,1000,3.9,High,High,Medium,Low
Crompton Greaves Consumer Electricals,Consumer Electronics & Appliances,Mumbai,106,26,1000,3.7,Medium,Medium,Low,Low
SitusAMC,Financial Services,Bangalore,19,0,1000,3.3,Medium,Medium,Medium,Low
Hire In Global,Recruitment,Mumbai,55,0,1000,4.9,Medium,High,High,Medium
TradeIndia (Infocom Network Private Limited),Internet,New Delhi,43,22,998,3.3,Medium,Low,Low,Low
Fractal Analytics,Analytics & KPO,Bangalore,19,120,997,4.0,High,High,Medium,Low
Lemon Tree Hotels,Hospitality,New Delhi,79,0,996,4.0,High,High,Medium,Medium
NBC Bearings,Auto Components,Jaipur,30,7,996,3.9,High,High,Medium,Low
GVPR Engineers,Engineering & Construction,Hyderabad,93,17,992,3.7,Low,Medium,Medium,Low
Encora,IT Services & Consulting,Bangalore,20,34,995,3.4,Low,Medium,Low,Low
Hitachi Energy,Power,Chennai,38,554,994,4.1,High,High,Medium,Low
Suzuki Motorcycle,Automobile,Gurgaon,119,2,995,4.0,High,High,Medium,Low
MakeMyTrip,Internet,Gurgaon,47,13,993,3.5,Medium,Medium,Low,Low
Westside,Retail,Mumbai,107,0,990,3.8,High,Medium,Medium,Low
AstraZeneca,Pharma,Chennai,50,0,990,4.0,Medium,High,Medium,Low
ALLEN Career Institute,Education & Training,Kota,72,21,990,3.8,Medium,High,Medium,Low
Perfetti Van Melle,Other,Gurgaon,160,14,988,4.2,Medium,High,High,Low
IB Group,Food Processing,Rajnandgaon,152,0,987,3.8,Low,Medium,Medium,Low
JW Marriott,Hospitality,Mumbai,44,0,985,4.2,High,Medium,Medium,Medium
Shyam Steel Group,Iron & Steel,Kolkata,83,8,984,3.5,Medium,Medium,Low,Low
eClinicalWorks,Software Product,Mumbai,20,19,983,3.6,High,Medium,Low,Low
Visionet Systems,IT Services & Consulting,Bangalore,18,30,983,3.3,Medium,Medium,Low,Low
CarDekho Group,Internet,Gurgaon,83,27,982,3.6,Low,Medium,Low,Low
Thomas Cook,Travel & Tourism,Mumbai,82,0,982,4.0,High,Medium,Medium,Low
Colgate Palmolive,FMCG,Mumbai,121,34,986,3.9,High,High,Medium,Low
Hinduja Housing Finance,NBFC,New Delhi,210,33,980,3.7,Medium,Medium,Medium,Low
Star Cement,Building Material,Guwahati,80,1,978,4.0,High,High,Medium,Low
Mastek,IT Services & Consulting,Mumbai,24,6,978,3.6,Medium,Medium,Low,Low
Malabar Gold and Diamonds,Jewellery,Hyderabad,128,48,978,4.0,High,Medium,Medium,Medium
Atlas Copco,Industrial Machinery,Pune,59,0,978,4.1,High,High,Medium,Low
Pristyn Care,Internet,Gurgaon,34,12,977,3.2,Low,Low,Low,Medium
Secure Meters,Electronics Manufacturing,Udaipur,73,20,979,3.9,High,High,Medium,Low
Fortrea Development India Private Limited,Clinical Research,Bangalore,12,24,977,3.9,Medium,High,Medium,Low
QX Global Group,BPO,Ahmedabad,21,39,977,3.0,Medium,Medium,Low,Low
Comviva Technology,Software Product,Gurgaon,19,151,974,2.9,Medium,Medium,Low,Low
Bounteous x Accolite,IT Services & Consulting,Bangalore,16,191,976,3.2,Low,Medium,Medium,Low
United Breweries,Beverage,Bangalore,106,9,977,3.3,Low,Medium,Medium,Low
Hitachi Payment Services,FinTech,Mumbai,86,0,976,3.6,Medium,Medium,Medium,Low
SLMG Beverages,Beverage,Lucknow,90,0,975,3.9,Medium,High,Medium,Low
Tata Cummins,Auto Components,Jamshedpur,45,0,972,4.4,Medium,High,High,Low
Cult.fit,Fitness & Wellness,Bangalore,42,156,971,3.6,Low,Medium,Low,Low
Syrma SGS Technologies,Electronics Manufacturing,Chennai,24,5,971,4.0,High,High,Medium,Low
Altisource,Real Estate,Bangalore,10,37,969,3.4,Low,Medium,Medium,Low
Collins Aerospace,Defence & Aerospace,Bangalore,12,19,969,3.8,High,High,Low,Low
Petrofac,Oil & Gas,Chennai,44,2,968,4.2,Low,High,Medium,Medium
Rebel Foods,Hospitality,Mumbai,81,20,965,3.7,Medium,Low,Low,Low
ALTEN,IT Services & Consulting,Bangalore,24,15,966,3.6,Low,High,Medium,Low
Unity Small Finance Bank,Banking,Mumbai,146,30,999,3.6,Low,Medium,Medium,Low
Nasser S. Al Hajri Corporation,Engineering & Construction,Chennai,56,0,965,3.6,High,Medium,Medium,Low
Pizza Hut,Hospitality,New Delhi,129,0,965,4.0,High,Medium,Medium,Medium
Arohan Financial Services,NBFC,Kolkata,231,12,965,3.9,Medium,Medium,Medium,Low
Aparajitha Corporate Services,Legal,Madurai,98,1,965,3.8,Medium,Medium,Medium,Low
TechnipFMC,Engineering & Construction,Hyderabad,44,42,964,3.9,High,High,Medium,Low
Everest Industries,Building Material,Mumbai,98,11,963,3.8,Medium,High,Medium,Low
Kendriya Vidyalaya Sangathan,Education & Training,New Delhi,233,0,962,4.3,Low,High,Medium,Low
Škoda Auto Volkswagen,Automobile,Pune,48,5,963,3.9,Medium,High,Medium,Low
Innodata India Private Limited,IT Services & Consulting,Noida,24,31,961,3.6,Low,Medium,Medium,Low
Amazon Web Services,IT Services & Consulting,Bangalore,63,0,960,3.8,Low,Medium,Low,Low
Xebia,IT Services & Consulting,Gurgaon,23,21,960,3.1,Low,Medium,Medium,Low
Mahindra Automotives,Automobile,Pune,129,0,959,3.8,High,Medium,Medium,Low
Softenger,IT Services & Consulting,Pune,32,5,958,4.0,Medium,High,High,Low
VIP Industries,Retail,Mumbai,95,15,958,3.7,Low,Medium,Medium,Low
Hiranandani Financial Services,NBFC,Mumbai,135,9,958,4.4,Medium,High,High,Medium
C&S Electric,Electrical Equipment,Noida,58,23,957,4.0,High,High,Medium,Low
Vaco Binary Semantics,IT Services & Consulting,Gurgaon,49,29,958,3.2,Medium,Medium,Low,Low
Lowe's,Retail,Bangalore,10,43,953,4.1,High,High,Medium,Low
Natco Pharma,Pharma,Hyderabad,65,1,954,4.0,High,High,Medium,Low
Episource,IT Services & Consulting,Chennai,21,0,953,3.9,High,Medium,Medium,Low
Barclays Global Service Centre,IT Services & Consulting,Pune,14,0,952,3.9,Medium,High,Medium,Low
Mando Automotive,Auto Components,Chennai,22,0,951,4.0,High,Medium,Medium,Low
LOREAL,Beauty & Personal Care,Mumbai,101,39,950,3.8,Medium,Medium,Medium,Low
Napino Auto & Electronics,Auto Components,Gurgaon,25,0,949,3.8,Medium,Medium,Medium,Low
Capacit'e Infraprojects,Engineering & Construction,Mumbai,36,16,949,3.7,Medium,Low,Medium,Low
Merino Industries,Building Material,New Delhi,80,20,948,3.8,Medium,Medium,Medium,Low
Pricol,Auto Components,Coimbatore,33,7,947,3.9,Medium,Medium,High,Low
Lumina Datamatics,IT Services & Consulting,Mumbai,21,77,947,3.1,Medium,Medium,Medium,Low
Wonder Cement,Building Material,Nimbahera,113,65,947,4.2,High,High,Medium,Medium
MasterCard,FinTech,Pune,15,449,944,3.9,Medium,High,Medium,Low
Quantiphi Analytics Solutions Private Limited,IT Services & Consulting,Bangalore,18,115,944,3.1,Low,Low,Medium,Low
Gannon Dunkerley & Co.,Engineering & Construction,Kolkata,81,3,942,3.3,Medium,Medium,Medium,Low
General Mills,Food Processing,Mumbai,55,9,942,4.1,High,High,Medium,Low
Tiger Analytics,IT Services & Consulting,Bangalore,18,49,943,3.7,Low,Medium,Medium,Low
Jyothy Labs,FMCG,Mumbai,194,16,943,4.1,Medium,High,Medium,Medium
JSW Group,Iron & Steel,Mumbai,95,1,941,3.8,High,Medium,Medium,Low
Tikona Infinet,Telecom,Mumbai,47,4,937,3.5,Low,Medium,Medium,Low
Jubilant Pharmova,Pharma,Noida,62,16,940,3.7,Medium,Medium,Medium,Low
Siemens Energy,Power,Pune,51,1,938,4.1,High,High,Medium,Low
Defence Research & Development Organisation,Defence & Aerospace,Hyderabad,58,0,938,4.5,Medium,High,Medium,Medium
Financial Software & Systems,Software Product,Chennai,34,8,936,3.6,Medium,Medium,Low,Low
Yokohama Off-Highway Tires,Auto Components,Bharuch,39,0,936,3.7,Medium,Medium,Medium,Low
J B Chemicals And Pharmaceuticals,Pharma,Mumbai,94,3,934,3.9,Medium,Medium,Medium,Low
Salcomp Manufacturing,Electronics Manufacturing,Chennai,28,12,933,4.0,High,High,High,Low
Aircel,Telecom,New Delhi,116,0,931,4.4,Medium,High,High,Medium
Hathway,Telecom,Mumbai,58,11,931,3.3,Low,Medium,Low,Low
FLSmidth,Industrial Machinery,Chennai,25,15,930,3.5,Low,High,Medium,Low
Shriram General Insurance,Insurance,Jaipur,200,0,928,3.6,Medium,Medium,Medium,Low
Velocis Systems,IT Services & Consulting,New Delhi,52,8,928,3.8,High,High,Medium,Low
KEI Industries,Electrical Equipment,New Delhi,100,3,927,4.3,High,High,Medium,Medium
Timken,Industrial Machinery,Jamshedpur,45,0,926,3.9,Medium,High,Medium,Low
Pramerica Life Insurance,Insurance,Gurgaon,126,7,926,3.6,Low,High,Medium,Low
Astral Adhesives,Chemicals,Ahmedabad,155,0,923,3.9,Medium,Medium,Medium,Low
ICCS,BPO,Noida,32,13,927,3.1,Low,Medium,Medium,Low
Amphenol Interconnect,Electrical Equipment,Pune,19,7,923,4.3,High,High,Medium,Medium
Guidehouse,Management Consulting,Chennai,20,59,923,3.6,Medium,Medium,Low,Low
Sundaram Clayton,Auto Components,Chennai,30,2,924,3.9,Low,Medium,Medium,Low
Sandhar Technologies,Auto Components,Gurgaon,31,14,920,3.8,High,Medium,Medium,Low
Technip Energies,Engineering & Construction,Noida,40,37,918,4.1,High,High,Medium,Low
Signify,Consumer Electronics & Appliances,Bangalore,83,34,918,3.5,Medium,Medium,Low,Low
Marsh McLennan,Management Consulting,Mumbai,26,3,918,3.9,High,High,Medium,Low
Reliance Power,Power,Singrauli,42,2,916,4.1,High,High,High,Medium
Psp Projects,Engineering & Construction,Ahmedabad,58,25,915,3.9,Medium,Medium,Medium,Low
VeeTechnologies,IT Services & Consulting,Bangalore,40,30,914,3.8,High,Medium,Medium,Low
Jaro Education,EdTech,Mumbai,24,20,916,3.2,Medium,Low,Low,Medium
Aristo Pharmaceuticals,Pharma,Mumbai,107,7,913,3.9,High,High,Medium,Low
Adani Enterprises,Metals & Mining,Ahmedabad,77,2,912,3.7,High,Medium,Low,Low
SFO Technologies,Electronics Manufacturing,Bangalore,18,58,912,3.4,Medium,Medium,Medium,Low
Amazon Sellers Services,Internet,Bangalore,68,0,911,4.0,Medium,High,Medium,Low
Naukri,Internet,Noida,73,96,911,4.2,High,High,Medium,Medium
National Payments Corporation of India,FinTech,Mumbai,12,27,909,3.9,High,Medium,Medium,Medium
Apotex Research,Pharma,Bangalore,15,28,908,3.8,Low,High,Medium,Low
Bhanzu,EdTech,Bangalore,15,4,905,3.8,Medium,Medium,Medium,Medium
Skipper,Industrial Machinery,Kolkata,89,1,905,3.7,Medium,Medium,Low,Low
Godfrey Phillips India,FMCG,New Delhi,120,0,903,4.0,High,High,Medium,Low
KMV Projects Limited,Engineering & Construction,Hyderabad,70,0,905,4.2,Medium,Medium,High,Medium
Deepak Fertilisers and Petrochemicals,Chemicals,Mumbai,59,20,903,4.1,High,High,Medium,Medium
Test Yantra Software Solutions,IT Services & Consulting,Bangalore,20,14,903,3.0,Low,Medium,Medium,Low
Medhaj Techno Concept,Management Consulting,Lucknow,153,1,903,4.0,Low,High,High,Low
Netscribes,Analytics & KPO,Kolkata,18,38,900,2.7,Low,Medium,Medium,Low
Nityo Infotech,IT Services & Consulting,Bangalore,32,40,903,3.3,Low,Medium,Medium,Low
GE Healthcare,Medical Equipment,Bangalore,37,0,901,3.9,High,High,Medium,Low
Knight Frank,Real Estate,Mumbai,51,6,903,4.0,Medium,High,High,Low
Bayer,Pharma,Bangalore,115,0,899,4.0,Medium,High,High,Low
Tafe Motors & Tractors,Industrial Machinery,Bhopal,72,0,899,3.9,Medium,High,Medium,Low
Nirma,FMCG,Bhavnagar,68,0,898,4.2,High,High,Medium,Low
Xceedance,IT Services & Consulting,Gurgaon,15,3,896,3.6,Medium,Medium,Low,Low
Experis IT,Recruitment,Bangalore,36,0,898,3.0,Low,Medium,Medium,Low
Neel Metal Products,Auto Components,Gurgaon,38,0,897,4.1,High,High,Medium,Low
Bosch Chassis Systems,Auto Components,Pune,25,0,898,4.1,Medium,High,High,Low
Volvo,Automobile,Bangalore,39,8,897,4.0,High,High,Medium,Low
Egis  India Consulting Engineers,Engineering & Construction,Gurgaon,112,11,897,4.2,Medium,High,High,Medium
Aviva Life Insurance India,Insurance,Gurgaon,122,9,897,3.5,Low,Medium,Low,Low
Volkswagen,Automobile,Pune,104,0,893,4.1,Medium,High,High,Low
BDR Pharmaceuticals International,Pharma,Vadodara,30,46,894,4.1,High,Medium,High,Medium
HomeLane,Architecture & Interior Design,Bangalore,36,167,891,3.3,Low,Low,Medium,Low
AJIO,Internet,Bangalore,201,0,893,3.6,Medium,Medium,Low,Low
Navayuga Engineering Company,Engineering & Construction,Hyderabad,74,9,894,3.8,Medium,Medium,Medium,Low
Schlumberger,Oil & Gas,Pune,37,46,890,3.8,Low,High,Medium,Low
OCS Group,Facility Management Services,Mumbai,58,16,888,4.1,Medium,High,High,Medium
Medha Servo Drives,Electrical Equipment,Hyderabad,55,0,887,4.3,High,Medium,Medium,Medium
Steag Energy Services,Power,Jharsuguda,64,13,888,4.3,High,High,Medium,Medium
BGR Energy Systems,Engineering & Construction,Chennai,55,0,887,3.8,Medium,High,Medium,Low
SKH Metals,Auto Components,Gurgaon,27,2,886,4.0,Medium,High,Medium,Medium
Yashoda Hospitals,Healthcare,Hyderabad,31,20,885,3.9,Medium,Medium,Medium,Low
Vedanta Resources,Metals & Mining,Jharsuguda,73,6,884,3.7,High,Low,Medium,Low
Re Sustainability Limited,Waste Management,Hyderabad,85,45,884,3.8,High,High,Medium,Low
Tata Chemicals,Chemicals,Jamnagar,86,10,880,3.9,High,High,Medium,Low
Updater Services,Facility Management Services,Chennai,100,6,879,3.7,Low,Medium,Medium,Low
Michelin,Auto Components,Pune,48,59,878,3.7,High,High,Low,Low
HT Media,Media & Entertainment,New Delhi,44,6,878,3.1,Medium,Medium,Low,Low
TNQ Tech Private Limited,Printing & Publishing,Chennai,14,16,877,3.5,Medium,Medium,Low,Low
Target,Retail,Bangalore,18,99,876,4.0,High,High,Medium,Low
CIEL HR,Recruitment,Bangalore,105,1,877,4.0,Medium,High,Medium,Low
Ashirvad Pipes,Building Material,Bangalore,108,10,875,3.9,Medium,Medium,Medium,Low
Musashi Auto Parts,Auto Components,Rewari,27,1,875,3.8,Medium,Medium,Medium,Low
Marks & Spencer,Retail,New Delhi,61,17,875,3.9,High,High,Medium,Low
Vijay Sales,Retail,Mumbai,53,3,873,4.1,High,Medium,Medium,Medium
Alok Industries,Fashion & Textile,Silvassa,35,0,873,3.6,Medium,Medium,Medium,Low
LanceSoft,Recruitment,Hyderabad,30,6,870,3.2,Low,Medium,Low,Low
Next Education India,EdTech,Hyderabad,96,27,868,3.2,Low,Medium,Medium,Low
RAMTeCH Software Solutions,IT Services & Consulting,Hyderabad,37,13,866,3.7,High,Medium,Medium,Low
ACL Digital,IT Services & Consulting,Bangalore,27,49,861,3.6,Low,Medium,Medium,Low
C.R.I. Pumps,Industrial Machinery,Coimbatore,70,22,863,3.9,Medium,Medium,Medium,Low
Greenlam Industries,Furniture & Furnishing,New Delhi,116,7,863,4.1,High,High,Medium,Medium
FastInfo,Internet,Kolkata,9,0,864,4.1,Medium,High,Medium,Medium
JSW Paints,Chemicals,Mumbai,165,1,859,3.8,Medium,Medium,Medium,Low
Tata Starbucks,Hospitality,Mumbai,57,284,857,4.0,High,High,Medium,Low
"Commonwealth Bank of Australia, India",Financial Services,Bangalore,15,15,858,2.8,Low,Medium,Low,Low
Sona Comstar,Auto Components,Gurgaon,24,1,857,4.0,High,High,Medium,Low
Carborundum Universal Limited,Industrial Machinery,Chennai,130,0,856,3.7,Medium,Medium,Low,Low
Centum Electronics,Electronics Manufacturing,Bangalore,19,5,855,3.5,High,Medium,Medium,Low
Orient Electric,Consumer Electronics & Appliances,New Delhi,85,49,857,3.6,Low,Medium,Low,Low
Bechtel,Engineering & Construction,Gurgaon,32,53,856,3.9,Low,High,Medium,Low
Silaris Informations,BPO,New Delhi,23,6,855,3.0,Medium,Medium,Medium,Low
Wakefit,Furniture & Furnishing,Bangalore,55,20,855,4.0,Medium,High,Medium,Medium
Magna International,Auto Components,Pune,22,94,854,3.8,Medium,High,Medium,Low
Future Focus Infotech,IT Services & Consulting,Bangalore,59,0,854,3.4,Low,Medium,Medium,Low
Parekh Integrated Services,Logistics,Mumbai,76,14,854,4.1,High,High,Medium,Low
Acme Cleantech Solutions,Power,Gurgaon,102,25,854,4.0,Medium,High,High,Medium
Serco,Analytics & KPO,Mumbai,41,0,851,4.2,Medium,Medium,High,Medium
Precision Infomatic M Pvt Ltd,IT Services & Consulting,Chennai,92,3,853,3.8,High,Medium,Medium,Low
National Health Mission,Healthcare,Guwahati,279,0,852,3.4,Low,Medium,Medium,Low
MAS Financial Services,NBFC,Ahmedabad,139,54,852,3.7,Medium,Medium,Medium,Low
Athena BPO,BPO,Mumbai,39,0,851,3.3,Medium,Medium,Medium,Low
Consolidated Contractors,Engineering & Construction,Mumbai,57,0,850,4.4,High,Medium,High,Medium
Intellipaat Software Solutions,EdTech,Bangalore,17,0,849,3.8,Medium,Medium,Medium,Medium
Birla Opus Paints,Chemicals,Mumbai,249,0,853,4.0,Medium,High,Medium,Low
Motherson Sumi Wiring,Electrical Equipment,Noida,41,0,883,3.7,High,Medium,Low,Low
Apar Industries,Semiconductors,Mumbai,74,2,846,4.1,Medium,High,Medium,Medium
LEAD School,EdTech,Mumbai,105,2,848,3.3,Low,Medium,Low,Low
Shilpa Medicare,Pharma,Hyderabad,31,4,848,3.4,Low,Medium,Medium,Low
Mahindra First Choice Wheels,Internet,Mumbai,120,0,847,3.8,Medium,Medium,Medium,Low
Panacea Biotec,Biotechnology,Baddi,71,2,846,3.6,Low,Medium,Medium,Low
Ageas Federal Life Insurance,Insurance,Mumbai,125,24,846,3.5,Low,Medium,Low,Low
Rico Auto Industries,Auto Components,Gurgaon,33,0,845,3.8,Medium,Medium,Medium,Low
Fedbank Financial Services,NBFC,Mumbai,164,6,846,4.0,Medium,High,Medium,Medium
Nlb Services,Recruitment,Noida,22,1,845,3.5,Low,Medium,Medium,Low
M3M India,Real Estate,Gurgaon,11,0,844,4.0,Medium,High,Medium,Medium
IDEMIA,Electronics Manufacturing,Noida,52,49,843,3.9,High,High,Medium,Low
Feedback Infrastructure Services,Engineering & Construction,Gurgaon,131,2,843,3.4,Low,Medium,Medium,Low
WSP,Management Consulting,Bangalore,33,13,842,4.2,High,High,Medium,Low
Porter,Internet,Bangalore,32,11,841,3.5,Low,Medium,Medium,Low
H&M,Fashion & Textile,Bangalore,57,91,840,3.9,High,High,Medium,Low
Epsilon,Marketing & Advertising,Bangalore,17,119,839,3.7,Medium,High,Low,Low
Duck Creek Technologies,Software Product,Mumbai,10,38,837,4.6,Medium,High,High,Medium
