Company Name,Industry Type,Primary Office Location,Operating Locations,Job Openings,Total Reviews,Overall Rating,Highly Rated,Critically Rated
IHG,Hospitality ,New Delhi,47.0,26,674,3.6,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Medtronic,Medical Equipment ,Hyderabad,46.0,289,674,4.0,"Salary & Benefits, Company Culture, Work Life Balance",Promotions / Appraisal
Snapdeal,Internet ,Gurgaon,32.0,27,674,3.8,"Company Culture, Work Life Balance","Promotions / Appraisal, Job Security, Salary & Benefits"
Writer Corporation,Logistics ,Mumbai,84.0,36,673,3.4,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
R.V.R. PROJECTS,Engineering & Construction ,Hyderabad,68.0,20,675,3.9,Salary & Benefits,Promotions / Appraisal
Radico Khaitan,Beverage ,Rampur,79.0,--,673,4.1,"Job Security, Work Life Balance, Company Culture",
Patel Engineering,Engineering & Construction ,Mumbai,69.0,--,672,4.1,"Job Security, Work Life Balance, Work Satisfaction",
Cotiviti,Analytics & KPO ,Hyderabad,10.0,24,671,3.6,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
Government of India,Government ,New Delhi,160.0,--,671,4.2,"Job Security, Work Life Balance, Work Satisfaction",
Livpure,Consumer Electronics & Appliances ,Gurgaon,82.0,13,672,3.8,,Promotions / Appraisal
Ness Digital Engineering,IT Services & Consulting ,Bangalore,12.0,21,671,3.4,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Blue Yonder,Software Product ,Bangalore,14.0,137,670,3.6,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
ChannelPlay,Marketing & Advertising ,Gurgaon,94.0,98,670,3.8,Work Life Balance,Promotions / Appraisal
Blue Yonder,Software Product ,Bangalore,14.0,137,670,3.6,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
CtrlS,IT Services & Consulting ,Hyderabad,18.0,4,670,3.6,Salary & Benefits,"Company Culture, Work Life Balance, Work Satisfaction"
Redington,Hardware & Networking ,Chennai,49.0,--,669,4.0,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
NextComm Corporation,Software Product ,Bangalore,9.0,--,669,4.8,"Work Life Balance, Company Culture, Work Satisfaction",
VRL Logistics,Logistics ,Bangalore,119.0,1,669,3.7,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Quess IT Staffing Solutions,,Bangalore,56.0,--,670,3.1,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Wolters Kluwer,Software Product ,Pune,17.0,101,667,3.8,"Work Life Balance, Job Security","Promotions / Appraisal, Skill Development / Learning"
Tredence,IT Services & Consulting ,Bangalore,10.0,86,670,3.4,,"Promotions / Appraisal, Work Life Balance, Work Satisfaction"
Future Supply Chain Solutions,Logistics ,Nagpur,71.0,--,668,4.3,"Company Culture, Work Satisfaction, Skill Development / Learning",
Central Bank of India,Banking ,Mumbai,197.0,--,668,3.9,Skill Development / Learning,Promotions / Appraisal
DAV Public School,Education & Training ,New Delhi,153.0,--,669,4.0,"Skill Development / Learning, Salary & Benefits",Promotions / Appraisal
Keventer,FMCG ,Kolkata,65.0,5,667,3.8,Work Life Balance,"Promotions / Appraisal, Salary & Benefits"
Quislex Legal Services,Legal ,Hyderabad,12.0,--,668,4.0,"Company Culture, Work Life Balance, Work Satisfaction",
Trianz,IT Services & Consulting ,Hyderabad,9.0,29,667,3.4,,"Job Security, Promotions / Appraisal, Company Culture"
Solv,Internet ,Bangalore,141.0,2,668,3.5,Salary & Benefits,"Job Security, Promotions / Appraisal, Work Satisfaction"
YOKOGAWA,Industrial Automation ,Bangalore,24.0,101,665,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits"
Nephroplus,Healthcare ,Hyderabad,112.0,71,666,3.8,"Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
Y-Axis Overseas Careers,Other ,Hyderabad,18.0,3,666,3.8,Skill Development / Learning,
L&T Power,Power ,Vadodara,98.0,--,666,3.9,"Job Security, Skill Development / Learning","Promotions / Appraisal, Work Life Balance"
Surya Roshni,Building Material ,New Delhi,74.0,--,665,4.2,"Work Life Balance, Job Security, Company Culture",
BASF,Chemicals ,Mumbai,94.0,6,666,4.2,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
Vizag Steel,Iron & Steel ,Visakhapatnam,30.0,--,665,4.0,"Work Life Balance, Job Security, Work Satisfaction",Promotions / Appraisal
Nomura Holdings,Investment Banking / Venture Capital / Private Equity ,Investment Banking,12.0,275,664,3.7,Job Security,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Autoliv,Auto Components ,Bangalore,23.0,--,663,4.0,"Company Culture, Job Security, Salary & Benefits",
SG Analytics,Analytics & KPO ,Pune,13.0,13,662,2.6,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Emami Agrotech,Food Processing ,Kolkata,66.0,--,662,3.9,"Work Life Balance, Job Security",Promotions / Appraisal
Kutumbh Care,Recruitment ,Noida,162.0,--,659,4.0,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
Lohia Corp,Industrial Machinery ,Kanpur,22.0,2,661,4.0,"Skill Development / Learning, Work Life Balance, Job Security",Promotions / Appraisal
EPL Limited,Packaging ,Mumbai,36.0,--,661,3.8,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
Bridgestone - Global Capability Center,Auto Components ,Pune,62.0,16,661,4.0,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Housing.com,Internet ,Gurgaon,44.0,29,661,3.6,Salary & Benefits,"Promotions / Appraisal, Job Security, Work Satisfaction"
Rane NSK Steering Systems,Auto Components ,Chennai,27.0,--,661,4.0,"Skill Development / Learning, Company Culture, Work Satisfaction",Promotions / Appraisal
Lionbridge Technologies,Content Development ,Mumbai,15.0,3,660,3.6,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Dhanuka Agritech,Agro Chemicals ,Gurgaon,109.0,2,660,3.6,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Dodla Dairy,Food Processing ,Hyderabad,74.0,7,659,4.2,"Work Life Balance, Job Security, Company Culture",
Videocon d2h,Internet ,New Delhi,119.0,--,659,3.8,"Skill Development / Learning, Company Culture, Work Life Balance",
Orient Technologies,IT Services & Consulting ,Mumbai,50.0,16,659,3.6,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Osource Global,BPO ,Mumbai,26.0,14,659,3.5,,"Promotions / Appraisal, Salary & Benefits, Work Life Balance"
R.S. Infraprojects,Engineering & Construction ,Noida,97.0,1,658,4.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
Jubilant Ingrevia,Chemicals ,Bharuch,34.0,--,657,3.8,"Work Life Balance, Job Security",Promotions / Appraisal
Technotask Business Solutions,BPO ,Bhopal,21.0,15,671,3.6,,"Promotions / Appraisal, Salary & Benefits, Job Security"
Leverage Edu,EdTech ,Noida,23.0,25,656,4.1,"Salary & Benefits, Company Culture, Skill Development / Learning",
JSW Energy,Power ,Mumbai,75.0,--,656,4.1,"Job Security, Salary & Benefits, Work Life Balance",Promotions / Appraisal
ReSource Pro,BPO ,Bangalore,10.0,30,656,3.8,,
Cogoport,Internet ,Mumbai,14.0,9,655,3.2,,"Job Security, Company Culture, Promotions / Appraisal"
Qatar Airways,Aviation ,Ahmedabad,29.0,19,652,3.5,Salary & Benefits,"Promotions / Appraisal, Company Culture, Work Life Balance"
Triveni Engineering & Industries,Food Processing ,Noida,59.0,3,654,4.1,"Job Security, Work Life Balance, Salary & Benefits",
PeopleStrong,Recruitment ,Gurgaon,21.0,--,654,3.4,,"Promotions / Appraisal, Work Satisfaction, Work Life Balance"
MPS Limited,Content Development ,Dehradun,24.0,12,650,3.5,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Mahindra Integrated Business Solutions,BPO ,Mumbai,85.0,4,653,3.4,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
Sandvik Asia,Industrial Machinery ,Pune,38.0,1,651,4.0,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
TransUnion,Financial Services ,Chennai,10.0,32,652,3.6,"Work Life Balance, Salary & Benefits","Promotions / Appraisal, Job Security, Skill Development / Learning"
Progressive Infovision,Recruitment ,New Delhi,78.0,--,649,3.8,Work Life Balance,Promotions / Appraisal
Saint Gobain Glass,Building Material ,Chennai,57.0,--,649,3.8,"Job Security, Company Culture, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
Omaxe,Real Estate ,New Delhi,25.0,5,650,4.2,"Work Life Balance, Salary & Benefits, Company Culture",
Ingram Micro,IT Services & Consulting ,Mumbai,48.0,--,650,3.6,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Capco Technologies,IT Services & Consulting ,Bangalore,18.0,128,650,3.8,"Work Life Balance, Company Culture","Promotions / Appraisal, Job Security"
Optimum Infosystem,IT Services & Consulting ,Chennai,17.0,25,649,3.3,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
TIAA Global Business Services,Financial Services ,Pune,11.0,4,646,3.7,"Work Life Balance, Salary & Benefits","Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Epicenter Technologies,BPO ,Mumbai,9.0,4,647,3.3,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Epicenter Technologies,BPO ,Mumbai,9.0,4,647,3.3,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Alshaya Group,Retail ,Bangalore,30.0,--,646,3.8,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning"
Licious,Internet ,Bangalore,39.0,13,646,3.7,,"Promotions / Appraisal, Job Security, Salary & Benefits"
SMC Global Securities,Financial Services ,New Delhi,89.0,12,645,3.4,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
PCBL Chemical Limited,Petrochemicals ,Vadodara,25.0,13,644,3.9,"Salary & Benefits, Job Security, Skill Development / Learning",
Marlabs,IT Services & Consulting ,Bangalore,13.0,--,644,3.5,Work Life Balance,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Vasudha Pharma Chem,Pharma ,Visakhapatnam,10.0,--,645,4.0,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
Tejas Networks,Hardware & Networking ,Bangalore,36.0,--,643,3.7,,Promotions / Appraisal
HCL Healthcare,Healthcare ,Noida,41.0,10,643,4.6,"Company Culture, Work Life Balance, Work Satisfaction",
Kissht Finance,FinTech ,Mumbai,86.0,36,642,3.9,"Salary & Benefits, Work Life Balance",
Welspun World,Building Material ,Anjar,51.0,103,642,3.6,,"Promotions / Appraisal, Work Life Balance, Work Satisfaction"
Neurealm,IT Services & Consulting ,Chennai,15.0,54,642,3.4,,"Promotions / Appraisal, Job Security, Work Satisfaction"
TCI Express,Logistics ,Gurgaon,81.0,--,641,3.9,"Job Security, Work Life Balance, Skill Development / Learning",
Quality Austria Central Asia,Other ,New Delhi,75.0,12,639,3.5,,"Promotions / Appraisal, Salary & Benefits, Work Life Balance"
BankBazaar,FinTech ,Chennai,16.0,9,641,3.3,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Sintex BAPL,Petrochemicals ,Chennai,71.0,--,643,3.6,Salary & Benefits,"Job Security, Promotions / Appraisal, Company Culture"
Data Entry,BPO ,New Delhi,113.0,5,641,4.2,"Company Culture, Work Satisfaction, Skill Development / Learning",
Mindarika,Auto Components ,Gurgaon,27.0,--,640,4.0,"Job Security, Skill Development / Learning",Promotions / Appraisal
Indorama,Agro Chemicals ,Haldia,46.0,5,640,3.9,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
Wissen Infotech,IT Services & Consulting ,Bangalore,16.0,107,641,3.5,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
Petpooja,Software Product ,Ahmedabad,65.0,50,640,3.8,Company Culture,Promotions / Appraisal
Krsnaa Diagnostics,Healthcare ,Pune,97.0,17,639,3.6,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
DeHaat,Internet ,Gurgaon,117.0,12,640,3.6,,"Job Security, Promotions / Appraisal"
Magic Edtech,IT Services & Consulting ,Noida,12.0,10,638,3.6,,"Promotions / Appraisal, Salary & Benefits, Job Security"
JoulestoWatts Business Solutions,IT Services & Consulting ,Bangalore,17.0,3,639,3.5,,"Promotions / Appraisal, Job Security, Company Culture"
My Home Industries,Building Material ,Hyderabad,70.0,1,637,4.1,"Company Culture, Work Life Balance, Job Security",
Fiat India Automobiles,Automobile ,Pune,24.0,1,636,3.6,,"Promotions / Appraisal, Company Culture, Work Life Balance"
Tata Power Delhi Distribution,Power ,New Delhi,33.0,2,636,3.7,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
Elite Elevators,Industrial Machinery ,Chennai,43.0,1,638,4.1,"Salary & Benefits, Skill Development / Learning, Company Culture",
Times Group,Printing & Publishing ,Mumbai,49.0,14,636,3.7,Work Life Balance,Promotions / Appraisal
Centaur Pharmaceuticals,Pharma ,Pune,67.0,4,635,3.5,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
CJ Darcl Logistics Limited,Logistics ,Gurgaon,83.0,--,635,4.0,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
Forbes Marshall,Industrial Machinery ,Pune,25.0,27,635,3.9,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal
Nihilent,IT Services & Consulting ,Pune,9.0,35,634,3.2,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Yatra,Travel & Tourism ,Gurgaon,21.0,1,635,3.2,,"Promotions / Appraisal, Skill Development / Learning, Company Culture"
The Lalit,Hospitality ,New Delhi,32.0,8,633,3.5,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Talentpro,Recruitment ,Chennai,127.0,83,630,3.8,,"Promotions / Appraisal, Job Security"
Shivalik Small Finance Bank,Banking ,Noida,40.0,7,631,3.8,Skill Development / Learning,Promotions / Appraisal
NICE,Software Product ,Pune,16.0,42,628,3.5,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Narayana e-Techno School,Education & Training ,Bangalore,102.0,--,631,3.6,Skill Development / Learning,"Promotions / Appraisal, Company Culture, Work Life Balance"
CSC,Financial Services ,Bangalore,23.0,50,630,3.5,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Ferrero,Food Processing ,Pune,103.0,29,630,3.9,"Salary & Benefits, Skill Development / Learning, Job Security",Promotions / Appraisal
Inspirisys Solution,IT Services & Consulting ,Chennai,55.0,41,631,3.7,,"Promotions / Appraisal, Salary & Benefits"
ICA Edu Skills,Education & Training ,Kolkata,121.0,7,628,3.9,"Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Job Security, Salary & Benefits"
Ramboll,Engineering & Construction ,Gurgaon,32.0,48,630,4.0,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Magic Bus India Foundation,Non-Profit ,Mumbai,76.0,28,629,3.8,,"Promotions / Appraisal, Job Security"
Pennar Industries,Engineering & Construction ,Hyderabad,31.0,4,628,3.4,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Encore Capital Group,IT Services & Consulting ,Gurgaon,5.0,--,628,3.9,"Company Culture, Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits"
Karvy Stock Broking,,Hyderabad,107.0,--,627,3.6,,"Promotions / Appraisal, Work Life Balance, Company Culture"
ANAROCK Property Consultants,Real Estate ,Mumbai,32.0,57,627,3.6,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Mount Litera Zee School,Education & Training ,Bangalore,125.0,21,627,3.7,,"Promotions / Appraisal, Salary & Benefits, Job Security"
GKN,Industrial Automation ,Pune,29.0,23,627,3.8,Work Life Balance,Promotions / Appraisal
Carrier,Industrial Machinery ,Hyderabad,52.0,1,626,3.7,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Welspun Corp,Iron & Steel ,Anjar,31.0,--,626,4.0,"Skill Development / Learning, Company Culture",Promotions / Appraisal
Electrotherm,Iron & Steel ,Ahmedabad,42.0,2,626,4.2,"Job Security, Work Life Balance, Work Satisfaction",
NRB Bearings,Auto Components ,Aurangabad,22.0,6,625,4.1,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal
Continental,Auto Components ,Bangalore,51.0,49,625,3.7,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Job Security"
Crowne Plaza,Hospitality ,New Delhi,38.0,--,625,4.1,"Job Security, Company Culture, Work Life Balance",
InternEzy,EdTech ,Erode,6.0,--,624,4.9,"Company Culture, Work Life Balance, Work Satisfaction",
Khazana Jewellery,Jewellery ,Chennai,53.0,25,623,3.9,Skill Development / Learning,Promotions / Appraisal
NoBrokerHood,Software Product ,Bangalore,34.0,9,624,2.8,,"Job Security, Work Satisfaction, Company Culture"
Philips Innovation Campus,Software Product ,Bangalore,21.0,--,623,3.7,Work Life Balance,"Promotions / Appraisal, Job Security, Work Satisfaction"
RealPage,Software Product ,Hyderabad,10.0,10,620,3.6,,"Promotions / Appraisal, Job Security, Work Satisfaction"
3M,Electronics Manufacturing ,Bangalore,55.0,91,623,4.0,"Company Culture, Work Life Balance, Salary & Benefits","Promotions / Appraisal, Job Security"
FCC Clutch,Auto Components ,Gurgaon,27.0,--,623,3.8,"Work Life Balance, Job Security",Promotions / Appraisal
Vikram Solar,Power ,Kolkata,44.0,5,622,3.6,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Surin Automotive,Industrial Machinery ,Pune,23.0,--,621,3.8,"Salary & Benefits, Job Security",
MAQ Software,IT Services & Consulting ,Noida,11.0,--,622,3.3,,"Company Culture, Work Life Balance, Work Satisfaction"
Corporate Infotech,IT Services & Consulting ,New Delhi,53.0,8,621,3.7,,"Promotions / Appraisal, Salary & Benefits"
Me n Moms,Retail ,Mumbai,67.0,--,622,4.2,"Skill Development / Learning, Company Culture, Work Life Balance",
Varthana,NBFC ,Bangalore,81.0,10,621,4.0,"Work Life Balance, Company Culture, Salary & Benefits",
B.L. Kashyap & Sons,Engineering & Construction ,Bangalore,26.0,19,621,3.8,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
Hetero Healthcare,Pharma ,Hyderabad,77.0,12,618,3.6,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Turbo Energy,Auto Components ,Chennai,27.0,--,618,4.2,"Work Satisfaction, Skill Development / Learning, Company Culture",Promotions / Appraisal
Gainwell Commosales,Industrial Machinery ,Kolkata,83.0,5,618,4.0,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal
Manjushree Technopack,,Bangalore,35.0,7,617,3.5,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Hitachi Systems Micro Clinic,IT Services & Consulting ,Mumbai,79.0,3,617,4.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
Tecnimont,Engineering & Construction ,Mumbai,32.0,79,617,3.9,"Job Security, Salary & Benefits","Promotions / Appraisal, Company Culture"
Shalby Hospitals,Healthcare ,Ahmedabad,23.0,77,617,4.1,"Work Life Balance, Skill Development / Learning, Company Culture",
Ebixcash Global Services,BPO ,Mumbai,41.0,--,617,3.2,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Avalon Technologies,Electronics Manufacturing ,Chennai,18.0,11,617,3.8,"Skill Development / Learning, Job Security","Promotions / Appraisal, Salary & Benefits"
Impetus Technologies,IT Services & Consulting ,Indore,15.0,40,616,3.4,,"Work Satisfaction, Promotions / Appraisal, Company Culture"
Careon Healthcare Solutions,Medical Equipment ,Bangalore,15.0,--,629,3.8,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Suraksha Diagnostic,Healthcare ,Kolkata,35.0,7,614,3.7,Skill Development / Learning,Promotions / Appraisal
TVS Eurogrip,Auto Components ,Madurai,82.0,3,615,3.6,,"Promotions / Appraisal, Company Culture, Job Security"
Danfoss Industries,Industrial Machinery ,Chennai,22.0,10,615,3.9,"Work Life Balance, Company Culture",Promotions / Appraisal
Shivam Autotech,Auto Components ,Gurgaon,23.0,--,614,3.6,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits"
Trigent Software,IT Services & Consulting ,Bangalore,32.0,4,615,3.4,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
bp,Oil & Gas ,Pune,14.0,17,616,3.7,"Work Life Balance, Salary & Benefits","Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Suroj Buildcon,Engineering & Construction ,Pune,46.0,2,615,4.1,"Job Security, Company Culture, Work Satisfaction",
Varun Motors,Automobile ,Hyderabad,43.0,5,614,3.8,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
UKB Electronics Limited,Electronics Manufacturing ,Noida,25.0,7,615,3.6,,"Company Culture, Work Satisfaction, Job Security"
Dr. Batras' Positive Health Clinic,Healthcare ,Mumbai,87.0,18,613,3.8,,"Promotions / Appraisal, Salary & Benefits"
TDS Lithium-Ion Battery,Auto Components ,Ahmedabad,21.0,--,610,4.2,"Company Culture, Work Life Balance, Skill Development / Learning",
Pyramid IT Consulting,Recruitment ,Noida,26.0,1,610,3.0,,"Promotions / Appraisal, Job Security, Work Satisfaction"
NetConnectGlobal,IT Services & Consulting ,Bangalore,44.0,115,610,3.0,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Airports Authority of India,Aviation ,New Delhi,89.0,--,610,4.2,"Work Life Balance, Work Satisfaction, Job Security",
Sir H. N. Reliance Foundation Hospital and Research,Healthcare ,Mumbai,11.0,12,610,4.3,"Skill Development / Learning, Job Security, Salary & Benefits",
Collegedunia,Internet ,Gurgaon,29.0,26,608,3.0,,"Job Security, Promotions / Appraisal, Company Culture"
Suma Soft,IT Services & Consulting ,Pune,12.0,19,609,3.5,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Suma Soft,IT Services & Consulting ,Pune,12.0,19,609,3.5,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Collegedunia,Internet ,Gurgaon,29.0,26,608,3.0,,"Job Security, Promotions / Appraisal, Company Culture"
Reliance Jewels,Jewellery ,Mumbai,132.0,--,610,3.9,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal
MothersonSumi INfotech & Designs,IT Services & Consulting ,Noida,19.0,3,608,3.4,Job Security,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Kajaria Ceramics,Building Material ,New Delhi,84.0,--,609,3.9,"Work Life Balance, Salary & Benefits","Promotions / Appraisal, Skill Development / Learning"
Finova Capital,NBFC ,Jaipur,180.0,5,608,3.8,Salary & Benefits,
Emids Technologies Limited,IT Services & Consulting ,Bangalore,10.0,32,608,3.6,,"Job Security, Promotions / Appraisal, Work Satisfaction"
Global Healthcare Billing Partners,BPO ,Chennai,16.0,63,609,3.4,,"Company Culture, Promotions / Appraisal, Work Satisfaction"
Geojit Financial Services,Financial Services ,Kochi,140.0,8,608,3.3,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Netmeds.com,Internet ,Chennai,126.0,--,609,3.8,Work Life Balance,"Promotions / Appraisal, Job Security"
Sapphire Foods India,Hospitality ,Mumbai,65.0,19,608,3.8,Skill Development / Learning,
Okaya Power,Electrical Equipment ,New Delhi,90.0,10,608,3.8,,Promotions / Appraisal
CSM Technologies,IT Services & Consulting ,Bhubaneswar,23.0,8,607,4.0,"Work Life Balance, Work Satisfaction, Job Security",
Nucleus Software Exports,Software Product ,Noida,13.0,11,606,3.4,Job Security,"Work Satisfaction, Promotions / Appraisal, Skill Development / Learning"
Shriram Automall,Internet ,New Delhi,108.0,--,606,4.0,"Company Culture, Work Life Balance, Job Security",
Maharashtra Seamless,Building Material ,Mumbai,26.0,2,606,3.4,Job Security,"Promotions / Appraisal, Company Culture, Salary & Benefits"
ACKO,Insurance ,Bangalore,14.0,26,606,3.5,,"Promotions / Appraisal, Work Satisfaction, Job Security"
BDO RISE Private Limited,Accounting & Auditing ,Bangalore,10.0,16,606,3.6,,"Promotions / Appraisal, Salary & Benefits"
Gestamp,Auto Components ,Pune,15.0,10,606,3.6,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Polaris Consulting,IT Services & Consulting ,Hyderabad,19.0,3,605,4.1,"Job Security, Company Culture, Work Life Balance",
Sintex Industries,Industrial Machinery ,Ahmedabad,59.0,--,604,3.9,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
Kaizen IT Services,IT Services & Consulting ,Kolkata,92.0,--,605,4.0,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
Ongc Petro Additions,Petrochemicals ,Bharuch,31.0,--,605,4.0,"Job Security, Work Life Balance, Company Culture",
Monte Carlo,Fashion & Textile ,Ahmedabad,104.0,--,605,4.2,"Work Life Balance, Salary & Benefits, Company Culture",
ITC Limited Foods Division,Food Processing ,Bangalore,76.0,--,604,3.9,Job Security,"Promotions / Appraisal, Salary & Benefits"
ThoughtWorks,IT Services & Consulting ,Bangalore,12.0,2,605,3.9,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal
Holiday Inn,Hospitality ,New Delhi,62.0,--,603,4.0,"Job Security, Skill Development / Learning, Company Culture",
IRB Infrastructure,Engineering & Construction ,Mumbai,71.0,27,604,3.9,Work Life Balance,Promotions / Appraisal
Dhani Services,,Mumbai,80.0,--,604,3.7,,"Job Security, Promotions / Appraisal"
Revolut,FinTech ,Bangalore,21.0,--,604,2.5,Salary & Benefits,"Job Security, Company Culture, Work Satisfaction"
Royal Caribbean International,Sports & Recreation ,Mumbai,26.0,--,604,4.2,"Salary & Benefits, Company Culture, Skill Development / Learning",
IDBI Intech Limited,IT Services & Consulting ,Mumbai,29.0,4,603,3.3,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Sasken,IT Services & Consulting ,Bangalore,13.0,11,603,3.7,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Becton Dickinson,Medical Equipment ,Bangalore,38.0,156,603,4.0,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Carnival Cruise Lines,Sports & Recreation ,Mumbai,32.0,--,603,4.2,"Company Culture, Work Life Balance, Work Satisfaction",
National Stock Exchange of India,Financial Services ,Mumbai,34.0,6,604,3.6,Job Security,"Work Satisfaction, Promotions / Appraisal, Skill Development / Learning"
ShareChat,Internet ,Bangalore,42.0,7,602,3.6,Salary & Benefits,"Job Security, Promotions / Appraisal, Work Satisfaction"
Jain Irrigation Systems,Agriculture ,Jalgaon,90.0,--,602,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits"
SOLAR INDUSTRIES INDIA,Defence & Aerospace ,Nagpur,41.0,16,602,3.7,Job Security,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Agrostar,Internet ,Pune,52.0,19,600,3.9,"Company Culture, Skill Development / Learning",Job Security
Sl Lumax,Auto Components ,Chennai,18.0,3,602,3.4,,"Work Life Balance, Promotions / Appraisal, Company Culture"
Columbia Asia,Healthcare ,Bangalore,20.0,--,601,4.6,"Company Culture, Skill Development / Learning, Work Life Balance",
Annalect,Marketing & Advertising ,Bangalore,15.0,--,601,3.4,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Einfochips,IT Services & Consulting ,Ahmedabad,14.0,109,602,3.5,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Central Reserve Police Force,Government ,New Delhi,95.0,--,601,4.6,"Job Security, Salary & Benefits, Company Culture",
HDFC Asset Management Company,Financial Services ,Mumbai,138.0,--,601,4.1,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
Super Smelters,Iron & Steel ,Asansol,25.0,3,601,3.7,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits"
Chaitanya India Fin Credit,NBFC ,Bangalore,171.0,--,601,4.0,"Company Culture, Work Life Balance, Skill Development / Learning",
